CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6001400100,California,Alameda,2952,1454,1498,3.4,70.7,3.6,0.0,15.8,0.0,2399,174113.0,37080.0,104852.0,16267.0,3.5,6.9,76.3,3.9,14.5,1.8,3.4,58.4,11.2,10.3,0.0,2.3,17.8,32.5,1522,75.5,10.0,14.5,0.0,5.6
6001400200,California,Alameda,1984,938,1046,9.1,72.9,1.5,0.0,8.0,0.0,1591,141806.0,12739.0,76930.0,8201.0,5.8,1.3,73.6,7.9,12.6,4.0,1.8,46.5,3.7,26.3,6.1,4.6,12.8,25.4,1222,73.4,13.3,12.8,0.5,2.2
6001400300,California,Alameda,5377,2362,3015,6.9,62.1,12.9,0.2,13.5,0.0,4078,84598.0,15779.0,62892.0,13836.0,8.1,1.2,66.0,12.0,13.8,1.4,6.8,48.7,6.5,23.0,6.5,4.6,10.7,29.5,3277,74.0,18.6,7.4,0.0,8.8
6001400400,California,Alameda,4105,1933,2172,9.1,63.2,11.0,0.9,9.9,0.0,3417,102386.0,13037.0,53779.0,4346.0,7.4,0.0,80.0,5.4,11.3,1.1,2.2,33.5,10.0,25.9,3.6,17.2,9.7,27.2,2614,69.7,19.2,10.9,0.2,3.3
6001400500,California,Alameda,3651,1628,2023,14.2,51.7,24.3,0.0,4.8,0.8,2841,76038.0,4925.0,38442.0,3325.0,12.7,0.0,60.6,12.7,16.7,6.7,3.2,44.6,5.3,22.2,3.8,9.1,15.1,28.6,2286,79.6,11.8,8.6,0.0,6.5
6001400600,California,Alameda,1665,787,878,12.3,34.8,38.7,0.3,6.5,0.0,1404,60804.0,22129.0,37911.0,4413.0,6.6,10.0,52.2,18.9,19.4,3.6,5.9,41.8,11.6,25.4,0.8,12.9,7.5,28.8,929,80.0,15.6,4.4,0.0,14.9
6001400700,California,Alameda,4544,2135,2409,13.0,35.7,40.3,1.3,2.9,0.0,3509,39614.0,6204.0,25443.0,3362.0,19.8,29.8,51.0,18.9,22.4,2.5,5.3,41.1,4.6,32.4,1.8,12.1,8.1,33.4,2142,67.4,17.9,14.4,0.4,10.5
6001400800,California,Alameda,3527,1782,1745,12.5,38.4,33.1,0.2,12.1,0.0,2889,59886.0,5934.0,36590.0,4283.0,8.7,0.0,57.2,15.8,15.5,5.7,5.9,51.1,10.5,20.2,3.0,7.2,8.1,26.4,2086,66.1,20.9,12.3,0.8,11.1
6001400900,California,Alameda,2175,1019,1156,5.3,42.2,39.3,0.6,7.0,0.0,1611,57003.0,11564.0,40733.0,8832.0,14.6,15.7,44.2,19.3,25.2,6.1,5.1,61.1,3.4,22.4,0.9,5.1,7.1,28.0,1226,73.4,12.3,14.3,0.0,5.3
6001401000,California,Alameda,5987,3164,2823,19.6,31.4,38.5,0.2,4.3,1.4,4793,44766.0,18411.0,28660.0,3876.0,27.2,41.6,47.2,16.4,21.3,6.4,8.8,32.7,11.4,33.8,8.0,8.1,6.0,28.7,3362,74.9,12.7,12.4,0.0,9.2
6001401100,California,Alameda,4210,2119,2091,15.2,46.3,21.7,0.0,11.2,0.0,3642,59500.0,9352.0,37721.0,3872.0,15.6,7.4,68.7,10.4,14.2,1.9,4.7,27.9,9.3,38.9,1.9,13.7,8.3,30.7,2592,70.3,16.3,12.6,0.8,12.8
6001401200,California,Alameda,2496,1121,1375,18.1,52.2,14.7,0.2,10.2,0.1,2023,78203.0,8179.0,50976.0,5898.0,8.0,5.1,65.2,12.4,11.3,3.5,7.6,43.3,3.7,24.6,5.9,13.4,9.1,28.3,1627,75.7,14.3,10.1,0.0,11.8
6001401300,California,Alameda,4018,2416,1602,13.4,27.9,35.6,0.9,18.4,0.0,3158,36788.0,5112.0,30053.0,5088.0,33.2,31.4,37.1,28.9,16.8,3.6,13.6,29.7,9.1,37.3,10.6,8.4,4.9,31.8,2099,81.7,13.0,5.4,0.0,15.5
6001401400,California,Alameda,4190,2043,2147,23.6,13.8,45.1,1.2,10.9,0.6,2811,28532.0,5696.0,15145.0,1883.0,40.7,60.0,36.7,25.6,19.6,11.6,6.5,41.7,3.0,29.2,7.0,11.2,8.0,29.5,1705,79.9,11.0,9.0,0.0,16.2
6001401500,California,Alameda,2213,1160,1053,9.4,34.3,41.5,0.2,9.5,0.0,1759,48490.0,4382.0,30970.0,3519.0,23.0,9.8,39.5,24.5,21.4,2.1,12.6,44.3,12.9,24.6,2.7,9.8,5.7,32.4,1288,77.6,11.6,10.9,0.0,9.7
6001401600,California,Alameda,1966,1036,930,14.8,29.6,37.5,0.0,12.5,2.4,1275,37946.0,14261.0,22473.0,3937.0,30.3,47.8,36.3,29.0,16.5,5.1,13.0,40.7,12.0,31.6,2.4,10.4,2.8,28.8,991,66.5,25.5,8.0,0.0,8.4
6001401700,California,Alameda,2806,1674,1132,27.8,30.2,29.7,0.0,9.5,0.0,1902,72386.0,26442.0,40772.0,6616.0,22.2,29.5,51.3,13.8,20.7,5.2,9.0,45.0,15.1,23.4,1.3,5.3,9.8,28.9,1681,81.9,10.8,7.3,0.0,6.7
6001401800,California,Alameda,1947,851,1096,19.3,18.3,52.7,0.0,2.4,0.0,1198,26806.0,5077.0,16928.0,2964.0,37.2,45.9,29.5,27.3,25.4,6.8,11.0,43.2,2.1,31.0,4.6,7.4,11.7,25.5,780,75.1,16.8,8.1,0.0,20.0
6001402200,California,Alameda,2452,1252,1200,21.5,25.6,35.2,0.7,12.9,2.2,1764,41500.0,8594.0,23181.0,3720.0,25.9,43.7,33.3,21.2,28.6,6.6,10.3,41.8,10.4,31.5,4.7,6.5,5.2,30.0,1241,79.4,13.7,6.9,0.0,13.8
6001402400,California,Alameda,2958,1338,1620,8.7,13.3,60.5,0.5,11.6,0.2,2096,29835.0,7865.0,20739.0,3227.0,27.5,31.8,33.1,30.6,19.6,5.5,11.2,44.8,2.4,31.4,5.5,14.9,1.0,25.5,1283,76.6,17.1,6.2,0.0,16.2
6001402500,California,Alameda,1907,817,1090,16.8,10.3,60.3,0.0,8.5,0.0,1079,19042.0,5859.0,13294.0,3310.0,49.6,59.5,19.4,31.5,19.5,3.6,26.0,57.8,4.7,23.6,8.2,3.3,2.4,32.9,558,91.6,8.4,0.0,0.0,25.5
6001402600,California,Alameda,1234,580,654,3.7,14.9,25.4,0.5,53.9,0.0,891,20270.0,2287.0,21751.0,3523.0,42.8,47.4,36.5,23.5,24.7,3.1,12.2,40.1,14.2,22.3,13.8,2.4,7.3,31.0,510,77.3,15.9,6.9,0.0,16.7
6001402700,California,Alameda,1831,790,1041,16.4,27.3,45.7,0.2,8.2,0.0,1391,40169.0,20621.0,24653.0,3894.0,31.0,45.0,37.1,26.2,25.6,3.0,8.1,34.5,12.8,26.9,7.4,12.8,5.6,28.7,986,80.6,12.5,6.9,0.0,8.3
6001402800,California,Alameda,3520,2034,1486,8.0,30.8,40.7,0.5,15.9,0.0,2794,17278.0,3058.0,32859.0,5248.0,43.3,37.6,51.8,19.5,23.2,3.7,1.8,28.5,6.8,44.7,12.6,1.1,6.4,29.1,1559,89.2,6.0,4.8,0.0,14.9
6001402900,California,Alameda,1458,691,767,11.2,23.2,17.2,2.6,42.5,0.0,1130,31319.0,8045.0,29565.0,6508.0,25.0,29.0,37.2,23.1,17.1,6.0,16.7,29.5,7.9,41.5,13.7,3.5,3.9,27.7,720,75.1,13.2,11.7,0.0,7.9
6001403000,California,Alameda,2704,1095,1609,2.5,6.8,2.4,1.4,85.2,0.9,1861,17609.0,2790.0,22406.0,4328.0,31.1,19.2,35.8,38.4,14.3,3.8,7.7,32.1,3.0,27.1,35.8,1.0,0.9,22.1,1012,90.3,6.1,3.6,0.0,12.6
6001403100,California,Alameda,1831,1215,616,13.4,25.1,17.5,1.5,38.1,0.5,1418,59250.0,26444.0,32640.0,6368.0,31.7,33.6,54.4,8.3,16.5,9.2,11.7,39.9,6.2,29.6,18.5,3.0,2.8,30.6,796,83.0,12.4,4.5,0.0,7.0
6001403300,California,Alameda,4118,1908,2210,4.7,26.2,9.0,0.0,54.9,0.0,2619,57064.0,12335.0,39588.0,6415.0,22.9,54.9,53.6,20.4,21.0,0.0,5.0,37.9,6.4,26.3,21.0,2.3,6.0,26.5,2469,76.6,17.7,5.7,0.0,8.9
6001403400,California,Alameda,4361,2180,2181,12.5,33.2,18.8,1.1,26.8,0.0,3736,42982.0,5671.0,39461.0,5183.0,12.4,9.9,48.6,21.4,19.6,3.6,6.7,32.0,5.3,28.7,21.5,7.9,4.6,27.1,2673,75.2,11.3,13.5,0.0,5.3
6001403501,California,Alameda,4562,2180,2382,16.5,31.9,25.1,0.7,20.8,0.0,3494,40000.0,10467.0,34997.0,5859.0,23.7,26.6,55.8,17.6,20.7,0.8,5.1,41.7,5.9,21.4,11.6,13.5,5.8,28.7,2228,82.5,8.7,8.8,0.0,6.3
6001403502,California,Alameda,2195,1011,1184,9.2,55.3,17.2,0.0,15.3,0.0,1986,61000.0,20736.0,44246.0,5656.0,14.4,17.4,50.6,16.4,23.9,6.0,3.1,37.3,13.6,27.2,9.4,8.4,4.1,31.6,1514,68.0,23.6,8.4,0.0,9.4
6001403600,California,Alameda,4484,2208,2276,10.8,37.2,27.3,0.9,15.1,0.1,3391,63068.0,10075.0,43222.0,4586.0,9.6,21.6,54.0,13.6,19.5,3.7,9.3,51.1,9.8,20.5,7.0,5.3,6.4,28.8,2929,77.0,10.4,12.6,0.0,7.0
6001403701,California,Alameda,2812,1328,1484,9.1,54.0,16.8,0.0,13.3,0.0,2419,64044.0,14967.0,45300.0,4547.0,12.0,33.9,58.7,18.9,15.3,0.5,6.7,33.9,7.3,27.9,12.7,10.8,7.5,30.8,1803,71.8,17.8,10.4,0.0,1.6
6001403702,California,Alameda,1918,894,1024,9.3,65.2,10.3,0.0,7.4,1.8,1701,72214.0,11876.0,57436.0,7040.0,6.0,0.0,57.8,13.6,23.4,1.7,3.5,37.4,8.7,32.3,8.7,5.5,7.5,31.5,1464,80.4,12.3,7.3,0.0,3.5
6001403800,California,Alameda,3372,1572,1800,8.0,66.8,6.1,0.0,11.5,0.0,2874,86250.0,7968.0,56756.0,4714.0,7.4,0.0,67.6,8.8,18.1,2.8,2.6,48.7,11.7,16.9,4.6,4.5,13.6,32.2,2339,71.5,19.3,9.1,0.0,5.0
6001403900,California,Alameda,3983,2003,1980,3.4,51.2,20.6,0.2,17.3,0.0,3079,63624.0,11259.0,48504.0,7853.0,9.1,1.7,54.2,17.8,15.1,5.5,7.5,58.8,9.7,19.0,5.2,5.5,1.7,33.5,2364,70.9,20.9,8.2,0.0,9.0
6001404000,California,Alameda,2812,1388,1424,16.3,59.5,5.9,0.0,10.3,0.6,2292,72870.0,10448.0,47762.0,4595.0,10.4,3.5,63.1,18.3,12.3,3.3,3.1,53.1,13.1,18.6,3.4,4.9,7.0,30.0,2021,76.2,15.3,8.5,0.0,6.6
6001404101,California,Alameda,2986,1201,1785,6.2,71.7,2.7,0.1,11.4,0.0,2433,70845.0,9091.0,59931.0,9904.0,7.9,0.0,71.1,8.2,15.3,0.5,5.0,40.5,7.7,30.7,8.0,7.4,5.6,33.8,1877,72.2,18.8,7.4,1.6,8.1
6001404102,California,Alameda,2522,1185,1337,10.5,57.6,9.3,0.2,21.1,0.0,2189,65139.0,10179.0,62516.0,11929.0,10.9,0.0,73.8,7.4,15.0,1.0,2.9,40.2,10.0,19.6,2.5,2.2,25.5,25.7,1357,68.2,16.4,15.5,0.0,8.3
6001404200,California,Alameda,3634,1723,1911,5.6,66.3,8.7,0.0,14.3,0.7,2552,156613.0,15423.0,72713.0,7771.0,3.0,1.5,74.0,5.4,15.4,1.2,4.1,47.3,13.0,24.3,3.5,2.0,9.9,34.7,1700,85.2,9.2,5.6,0.0,7.1
6001404300,California,Alameda,3397,1692,1705,8.8,66.8,4.2,0.0,15.6,0.5,2585,178385.0,22464.0,93745.0,12458.0,1.7,0.0,75.9,7.3,13.0,2.0,1.8,52.7,6.4,17.3,0.7,4.7,18.2,29.0,1790,79.2,8.8,11.7,0.3,5.4
6001404400,California,Alameda,5292,2743,2549,7.2,65.8,4.0,0.0,17.2,0.0,3927,143664.0,24222.0,80780.0,8904.0,6.7,5.7,68.3,12.2,15.5,3.2,0.8,69.6,2.5,13.8,0.0,2.2,11.9,33.3,3398,69.3,15.6,15.1,0.0,1.2
6001404501,California,Alameda,1772,814,958,5.0,69.7,3.6,0.0,11.7,0.5,1322,176058.0,13986.0,103768.0,13708.0,2.0,3.0,79.2,2.1,15.2,1.8,1.7,54.2,10.8,17.2,2.8,1.9,13.1,30.1,895,80.3,7.5,12.2,0.0,8.8
6001404502,California,Alameda,5433,2470,2963,7.6,69.4,4.2,0.0,11.2,0.0,4174,119688.0,19340.0,73731.0,12230.0,2.9,1.4,75.3,8.4,11.5,3.0,1.8,57.5,11.2,15.8,1.3,1.0,13.2,31.8,2952,62.1,17.5,20.4,0.0,3.9
6001404600,California,Alameda,4314,2161,2153,4.1,69.9,4.6,0.4,14.9,0.8,3524,155000.0,14681.0,83426.0,10739.0,3.6,0.9,73.3,7.2,15.3,1.9,2.3,68.9,9.3,9.1,0.3,1.1,11.3,32.9,2438,69.1,14.8,15.7,0.4,3.6
6001404700,California,Alameda,2135,963,1172,5.1,74.1,6.8,0.0,10.9,0.0,1635,151083.0,20416.0,68014.0,7198.0,4.4,1.3,67.0,13.8,13.6,3.1,2.6,66.5,15.1,10.6,0.0,0.9,6.9,29.9,1120,73.3,11.7,15.0,0.0,6.4
6001404800,California,Alameda,2911,1315,1596,12.7,38.5,21.0,0.9,18.2,0.7,1991,59375.0,13884.0,42321.0,9123.0,10.4,12.2,48.6,21.1,16.5,4.7,9.1,62.9,18.2,12.4,0.0,4.8,1.7,32.8,1396,73.4,14.8,11.8,0.0,10.5
6001404900,California,Alameda,4118,1772,2346,13.2,54.5,7.0,0.3,18.8,0.8,3149,73787.0,5103.0,49243.0,4110.0,6.3,5.6,67.5,8.5,18.4,3.8,1.9,62.9,8.2,17.4,0.0,1.8,9.7,32.1,2154,66.5,15.3,18.2,0.0,4.4
6001405000,California,Alameda,3364,1404,1960,10.1,59.8,10.9,0.1,13.8,0.0,2747,118207.0,14114.0,65927.0,11126.0,5.4,1.5,66.4,8.0,21.3,2.5,1.8,56.0,11.4,12.9,2.6,6.3,10.8,33.0,1930,70.3,17.3,12.4,0.0,5.7
6001405100,California,Alameda,4248,2180,2068,4.1,64.0,14.1,0.0,10.2,0.0,3059,188769.0,8942.0,85630.0,8350.0,1.7,0.7,78.3,3.9,15.9,0.0,1.9,50.6,9.8,17.3,2.1,6.8,13.5,30.5,2180,73.9,14.6,11.1,0.4,4.5
6001405200,California,Alameda,4783,2266,2517,12.7,40.8,11.2,1.1,24.5,0.8,3970,72344.0,10030.0,43107.0,4496.0,7.8,6.8,65.3,15.5,13.2,2.3,3.7,46.2,13.0,16.4,1.7,9.2,13.6,32.3,3121,67.8,23.6,8.2,0.4,8.3
6001405301,California,Alameda,2777,1336,1441,10.9,46.0,25.4,0.3,12.2,0.4,2209,58689.0,12545.0,39318.0,4538.0,6.4,0.0,51.4,20.6,20.4,3.3,4.3,44.9,8.4,20.7,11.2,4.8,10.0,31.8,1848,76.4,13.6,10.1,0.0,6.6
6001405302,California,Alameda,2532,1339,1193,19.2,27.4,13.0,0.6,31.3,0.0,1778,34567.0,6843.0,29426.0,5090.0,23.9,40.3,44.9,24.6,21.0,1.5,7.9,55.7,9.7,18.5,5.8,9.6,0.7,31.5,1260,74.0,17.3,8.7,0.0,12.9
6001405401,California,Alameda,4138,1949,2189,29.1,15.8,22.9,0.2,29.8,0.0,2461,34676.0,9161.0,18430.0,2978.0,27.7,31.7,20.7,41.6,21.1,3.6,13.0,47.9,10.1,28.7,2.1,9.0,2.1,33.6,2095,79.3,17.8,2.9,0.0,12.9
6001405402,California,Alameda,3055,1608,1447,16.5,9.7,28.0,0.0,37.4,5.5,1678,29913.0,6775.0,15907.0,2807.0,24.7,36.0,22.3,28.9,27.1,3.3,18.4,51.7,9.7,24.8,2.5,7.7,3.6,30.6,1522,72.9,15.0,12.2,0.0,17.3
6001405500,California,Alameda,4047,1793,2254,18.6,17.3,16.4,0.2,42.8,0.0,2762,47059.0,10361.0,23906.0,3194.0,19.6,33.2,34.4,24.0,24.2,5.6,11.9,47.9,16.2,24.0,2.5,5.9,3.6,34.3,2200,82.5,10.4,7.2,0.0,7.3
6001405600,California,Alameda,3205,1667,1538,14.7,24.9,24.3,0.3,31.6,0.0,2126,49295.0,6964.0,30285.0,3558.0,12.3,16.2,48.3,18.3,17.5,7.9,8.0,60.4,12.8,16.1,1.2,6.5,2.9,29.6,1772,71.5,19.2,9.3,0.0,10.1
6001405700,California,Alameda,3352,1753,1599,21.1,9.1,33.4,0.4,32.5,0.0,2441,40614.0,8873.0,20633.0,3219.0,20.0,28.0,22.1,34.7,25.4,10.8,7.1,61.7,11.2,19.4,2.7,1.3,3.7,31.1,1419,78.2,15.1,6.7,0.0,17.7
6001405800,California,Alameda,4181,2088,2093,20.5,9.3,25.4,0.9,42.2,0.2,2465,43278.0,7050.0,19585.0,2694.0,32.7,38.6,21.8,31.5,19.8,7.5,19.4,63.8,12.1,16.8,3.1,1.2,3.1,27.0,1865,78.7,15.2,6.1,0.0,9.1
6001405901,California,Alameda,4052,1808,2244,36.1,4.9,15.5,0.3,42.9,0.0,2393,32643.0,7522.0,13200.0,3563.0,32.4,46.0,10.2,36.4,28.9,7.0,17.6,46.6,18.7,26.8,4.3,2.4,1.2,33.3,1532,75.9,17.4,6.7,0.0,17.9
6001405902,California,Alameda,3471,1763,1708,34.3,7.7,6.5,0.1,45.7,2.5,1611,34408.0,9110.0,12134.0,1407.0,34.4,37.0,6.7,36.2,24.1,10.2,22.7,57.1,17.0,15.4,3.7,3.7,3.1,24.9,1468,87.5,8.2,3.8,0.5,13.4
6001406000,California,Alameda,3472,1658,1814,8.1,22.0,18.9,1.0,48.2,0.0,2392,25302.0,10437.0,26685.0,5141.0,35.8,32.3,46.6,21.0,19.5,5.5,7.3,39.5,11.2,29.8,6.8,10.4,2.4,28.1,1609,83.0,11.6,5.3,0.0,10.8
6001406100,California,Alameda,4905,2761,2144,62.3,11.5,7.9,0.4,15.4,0.2,2422,50573.0,19549.0,21295.0,3828.0,26.3,36.8,31.1,19.3,21.3,17.9,10.4,50.7,10.0,19.4,8.9,5.5,5.5,26.0,2423,82.9,12.0,5.1,0.0,10.1
6001406201,California,Alameda,4252,2163,2089,43.8,5.0,15.3,0.4,29.9,1.9,2210,34694.0,5347.0,14794.0,1758.0,35.0,40.8,24.6,28.5,20.6,13.8,12.5,45.0,11.8,30.5,4.2,4.5,4.0,29.5,1868,79.5,11.9,8.6,0.0,18.7
6001406202,California,Alameda,4666,2448,2218,55.8,9.5,14.4,2.2,11.9,0.0,1909,31402.0,3919.0,13103.0,1473.0,38.7,45.6,16.0,37.0,13.9,23.6,9.5,35.3,19.9,33.0,5.9,4.0,1.9,33.4,2040,86.6,6.7,5.4,1.3,14.2
6001406300,California,Alameda,3994,1994,2000,30.4,14.7,17.2,0.0,35.1,0.0,2188,42174.0,5831.0,18412.0,2243.0,21.7,26.2,40.4,24.2,18.6,6.1,10.6,44.9,21.1,21.8,0.7,7.8,3.7,31.5,1807,74.0,12.5,12.0,1.5,7.3
6001406400,California,Alameda,2305,1079,1226,19.6,25.1,27.2,0.0,23.3,0.0,1531,55637.0,5121.0,26080.0,4242.0,19.4,19.2,40.2,23.0,14.3,6.1,16.5,63.8,10.5,12.5,5.4,4.2,3.6,33.7,806,72.5,18.6,8.4,0.5,10.3
6001406500,California,Alameda,6352,3272,3080,45.1,9.5,17.9,0.0,23.1,0.1,3442,42462.0,6970.0,17876.0,1690.0,23.3,31.4,22.3,29.6,16.7,18.0,13.5,53.8,16.6,14.3,11.4,1.5,2.4,25.6,2831,82.6,9.7,7.7,0.0,13.7
6001406601,California,Alameda,4995,2698,2297,18.9,9.8,32.0,0.3,27.4,0.1,3086,50147.0,9005.0,21649.0,3215.0,16.7,24.6,34.5,22.5,22.0,7.1,14.0,63.4,10.3,20.6,0.5,0.3,4.8,31.8,2014,89.1,6.1,4.8,0.0,15.4
6001406602,California,Alameda,2891,1542,1349,35.1,18.5,13.2,1.2,31.1,0.0,1562,51332.0,6126.0,19939.0,3375.0,20.9,26.3,28.3,34.2,20.2,7.8,9.4,48.8,21.8,25.0,1.9,2.3,0.1,31.0,1440,89.8,4.9,5.3,0.0,8.5
6001406700,California,Alameda,5028,2367,2661,12.4,56.3,9.5,0.2,18.1,0.0,3802,70065.0,12144.0,42705.0,6722.0,10.2,1.2,59.9,11.6,22.8,1.9,3.7,62.8,10.2,16.7,2.1,3.3,4.9,30.5,2379,70.6,20.5,8.9,0.0,9.6
6001406800,California,Alameda,3484,1556,1928,16.6,34.0,16.2,1.1,24.3,0.0,2731,86629.0,14497.0,46759.0,6157.0,9.4,9.9,50.9,10.2,24.5,4.4,10.0,63.3,8.8,18.2,0.0,4.4,5.3,34.9,2020,78.0,13.6,8.5,0.0,9.3
6001406900,California,Alameda,3856,1807,2049,11.0,35.1,26.7,0.8,18.3,0.5,2797,62083.0,15062.0,38269.0,4981.0,15.4,20.2,48.0,17.1,20.1,7.4,7.3,67.2,8.9,16.1,0.7,4.1,3.0,31.3,1894,71.6,21.4,7.0,0.0,8.3
6001407000,California,Alameda,5847,2623,3224,28.1,12.3,23.6,0.4,33.8,0.0,3894,39860.0,13649.0,21400.0,3938.0,22.9,33.4,27.6,32.3,21.3,4.0,14.9,56.6,10.5,25.3,0.0,5.9,1.7,30.1,2640,75.1,19.4,5.5,0.0,11.3
6001407101,California,Alameda,3755,1945,1810,53.9,6.4,13.7,0.5,21.1,0.0,2000,34583.0,13009.0,15705.0,3114.0,39.5,72.4,21.6,40.4,13.6,16.7,7.7,54.3,12.9,22.7,2.5,1.6,6.0,27.9,1543,75.3,14.6,10.1,0.0,10.6
6001407102,California,Alameda,4065,1978,2087,48.2,9.8,21.2,0.0,13.9,5.0,2229,45051.0,6511.0,19698.0,2860.0,22.2,23.3,18.9,35.7,23.1,9.9,12.5,59.1,10.6,19.3,2.2,1.7,7.1,30.1,1898,79.6,15.8,4.6,0.0,12.6
6001407200,California,Alameda,6565,3282,3283,67.8,6.3,7.6,0.2,16.3,0.0,2453,37695.0,2405.0,13695.0,1417.0,35.8,45.6,13.4,39.1,19.0,18.1,10.5,46.3,13.8,25.8,6.1,3.4,4.5,30.8,2911,84.6,7.1,8.2,0.0,10.8
6001407300,California,Alameda,2513,1396,1117,53.6,13.1,12.1,0.0,15.9,0.8,1367,51042.0,13268.0,19994.0,3409.0,23.9,27.2,28.7,29.2,13.6,10.3,18.2,46.4,16.4,12.7,5.2,12.0,7.2,26.2,1342,71.4,14.9,13.7,0.0,9.6
6001407400,California,Alameda,4517,2265,2252,70.5,3.9,15.2,0.0,10.1,0.0,1880,39953.0,8598.0,14094.0,1800.0,25.6,32.6,11.2,30.7,25.2,19.7,13.2,63.7,6.9,21.2,2.6,3.1,2.5,28.5,1696,78.6,12.4,9.0,0.0,16.7
6001407500,California,Alameda,3887,1918,1969,43.5,6.2,34.8,0.5,6.2,0.0,2118,28816.0,6552.0,13154.0,2399.0,26.3,27.1,10.7,28.7,23.3,21.2,16.1,52.8,18.8,16.5,0.8,0.8,10.3,34.2,1236,77.0,13.3,9.6,0.0,16.9
6001407600,California,Alameda,6104,3011,3093,28.9,14.2,39.0,0.0,13.3,0.6,3755,46818.0,12433.0,22910.0,3534.0,22.7,35.0,35.1,18.1,27.3,6.5,12.9,68.8,11.0,10.3,2.4,3.6,3.9,24.8,2623,75.4,15.8,8.8,0.0,8.3
6001407700,California,Alameda,4126,2076,2050,14.0,26.0,52.1,0.0,2.6,0.5,3121,69493.0,8451.0,32104.0,3738.0,9.2,5.8,46.0,18.2,20.0,4.8,11.0,66.7,12.5,15.4,0.4,2.1,3.0,33.8,1895,65.3,24.7,10.0,0.0,12.7
6001407800,California,Alameda,2763,993,1770,21.5,26.9,29.5,0.0,16.1,0.0,2188,75781.0,13897.0,27929.0,2768.0,4.4,0.9,38.7,20.0,28.9,3.7,8.8,55.3,3.8,8.1,15.4,9.6,7.8,23.9,1381,73.6,20.6,5.8,0.0,9.6
6001407900,California,Alameda,2908,1353,1555,8.7,43.5,14.3,0.0,16.1,3.1,1995,99107.0,16624.0,46029.0,5038.0,5.0,0.0,51.7,10.2,25.4,7.0,5.7,67.3,9.4,15.0,0.0,4.9,3.3,30.7,1518,78.3,14.2,7.5,0.0,7.9
6001408000,California,Alameda,2807,1412,1395,11.9,46.6,15.7,0.5,19.1,0.1,2247,139706.0,18518.0,72382.0,25020.0,6.2,7.4,71.6,8.0,12.6,4.8,3.0,63.0,5.5,11.7,5.1,1.6,13.1,29.7,1415,73.1,18.3,8.6,0.0,8.4
6001408100,California,Alameda,6023,2796,3227,10.7,35.5,27.4,0.5,21.7,0.0,5001,103117.0,9476.0,61720.0,5656.0,5.5,5.0,61.9,10.3,17.2,2.7,7.8,77.9,8.9,8.7,0.4,1.8,2.2,32.3,3672,80.3,16.6,3.1,0.0,4.5
6001408200,California,Alameda,4132,1768,2364,12.7,20.4,51.1,2.2,5.4,0.0,3077,49474.0,12417.0,26431.0,2736.0,19.1,30.5,39.5,24.3,24.0,5.7,6.5,70.3,14.4,10.3,0.7,1.2,3.0,32.3,2146,68.3,22.4,9.4,0.0,9.8
6001408300,California,Alameda,4557,2138,2419,17.5,28.2,42.6,0.0,7.6,0.6,3474,81648.0,8955.0,33667.0,4043.0,11.6,10.7,42.0,19.6,18.3,5.6,14.5,58.9,12.3,23.6,0.0,2.6,2.7,37.3,2331,73.2,20.5,6.3,0.0,11.4
6001408400,California,Alameda,3517,1734,1783,39.4,5.7,44.1,0.5,0.0,3.9,1845,32283.0,6624.0,16398.0,3344.0,36.7,45.0,20.6,26.7,22.4,11.3,19.0,52.4,21.0,18.8,0.0,0.9,6.9,29.8,1321,77.8,14.8,7.4,0.0,16.8
6001408500,California,Alameda,5660,2849,2811,53.9,1.2,37.0,0.0,2.5,2.7,2606,43729.0,6762.0,16272.0,2283.0,24.7,29.7,18.7,27.3,23.0,14.3,16.7,66.1,13.4,6.2,3.6,6.8,3.9,29.4,2252,77.4,12.5,10.1,0.0,8.0
6001408600,California,Alameda,6225,2944,3281,56.4,2.9,33.7,0.2,4.6,0.0,2776,30453.0,3704.0,13187.0,1437.0,32.5,45.7,12.5,34.6,22.4,13.8,16.6,71.4,10.5,10.8,0.9,5.2,1.1,29.8,2145,82.6,6.5,10.9,0.0,14.2
6001408700,California,Alameda,7527,3602,3925,51.9,2.9,43.7,0.0,0.5,0.0,3681,40859.0,6140.0,16412.0,1721.0,32.3,53.8,16.5,30.8,25.7,12.4,14.6,60.7,15.0,14.5,3.2,6.2,0.5,31.2,2802,79.3,14.5,6.2,0.0,15.2
6001408800,California,Alameda,6370,2973,3397,55.0,2.8,30.7,0.3,5.0,3.8,2645,27625.0,3868.0,11685.0,1265.0,35.7,45.2,10.7,35.0,14.9,16.2,23.2,59.5,20.7,15.0,1.5,1.8,1.3,27.5,2116,80.9,8.0,10.1,1.0,20.1
6001408900,California,Alameda,3228,1613,1615,52.7,4.3,34.1,0.3,3.5,0.6,1517,23081.0,4297.0,11532.0,1800.0,49.6,61.3,8.6,30.1,23.5,20.9,16.9,45.4,11.9,25.7,2.5,11.6,2.9,32.3,1068,78.6,15.0,6.5,0.0,17.7
