CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6073008365,California,San Diego,3072,1639,1433,5.4,51.0,1.3,0.0,37.7,0.0,2163,154250.0,26308.0,48534.0,3877.0,3.5,0.0,60.1,8.7,20.8,0.8,9.6,86.9,6.8,0.7,0.0,1.3,4.4,28.5,1588,78.0,19.8,2.1,0.0,6.5
6073008366,California,San Diego,6049,2986,3063,8.6,49.3,1.3,0.0,37.2,0.0,4040,144487.0,7487.0,50636.0,4726.0,3.4,3.9,67.0,9.3,17.3,1.4,5.0,82.1,8.0,2.7,0.0,1.2,6.0,26.7,3057,78.6,17.1,3.8,0.5,7.3
6073008501,California,San Diego,5288,2788,2500,18.1,75.9,0.1,0.0,2.4,0.0,4052,83000.0,16708.0,37920.0,4809.0,10.2,5.1,47.2,14.7,17.8,12.2,8.0,88.3,3.0,0.1,0.7,2.7,5.3,19.8,2834,73.8,16.8,9.2,0.1,7.5
6073008502,California,San Diego,6121,3229,2892,23.7,57.7,1.5,1.4,11.5,0.0,4534,60517.0,12069.0,32761.0,6151.0,4.9,0.2,44.1,20.9,24.3,8.3,2.5,74.2,12.3,2.2,5.6,0.0,5.8,19.2,3175,81.5,9.9,8.2,0.4,9.3
6073008503,California,San Diego,6525,3477,3048,23.8,65.4,1.5,0.0,7.1,0.0,4797,74489.0,11038.0,41999.0,3891.0,6.4,6.3,52.4,18.5,17.0,9.4,2.6,85.3,4.5,1.7,0.0,3.0,5.5,20.9,3498,70.2,17.4,12.4,0.0,10.3
6073008504,California,San Diego,5901,3012,2889,19.1,68.6,0.5,1.1,8.7,0.0,4505,63848.0,13441.0,33072.0,4135.0,8.9,9.2,40.9,18.4,20.4,6.6,13.6,86.9,5.0,3.6,0.2,0.9,3.3,20.0,2988,77.3,16.5,6.1,0.0,5.9
6073008505,California,San Diego,6100,3129,2971,24.0,51.5,2.4,0.8,13.9,2.4,4312,61215.0,10990.0,30484.0,4839.0,15.2,23.3,39.5,21.8,26.6,7.5,4.7,81.6,11.0,1.9,1.4,0.4,3.6,22.9,3209,83.1,11.2,5.7,0.0,12.6
6073008506,California,San Diego,4562,2546,2016,29.3,52.5,0.7,0.0,15.4,0.2,3153,77905.0,10562.0,30141.0,2393.0,9.1,4.7,40.3,24.2,15.8,12.2,7.5,79.4,6.0,7.5,0.0,1.2,5.9,22.9,2444,70.0,16.9,13.1,0.0,3.6
6073008507,California,San Diego,8424,4125,4299,18.0,47.8,5.4,0.0,19.7,1.6,5757,65612.0,8716.0,28024.0,2932.0,16.6,23.2,37.5,22.7,26.5,2.1,11.1,77.0,14.0,3.0,1.5,0.8,3.7,19.8,4113,78.1,14.3,7.6,0.0,6.4
6073008509,California,San Diego,7610,3990,3620,17.5,49.6,6.4,0.4,19.2,0.7,5749,62643.0,6103.0,30859.0,3356.0,11.0,16.9,54.1,15.4,22.3,4.0,4.1,79.9,12.3,1.8,0.3,0.7,4.9,23.3,3836,77.5,19.5,3.1,0.0,10.4
6073008510,California,San Diego,6996,3410,3586,22.6,47.7,4.0,0.0,22.4,0.0,5115,46638.0,4984.0,34403.0,11297.0,15.5,11.8,30.8,23.5,32.4,4.5,8.9,74.5,15.1,3.9,1.7,0.4,4.4,20.1,3580,79.0,12.0,9.0,0.0,8.4
6073008511,California,San Diego,3588,1868,1720,22.5,43.3,6.4,0.0,22.2,2.2,2612,75599.0,6553.0,37543.0,4143.0,15.2,30.0,58.6,16.6,12.7,2.1,10.1,73.4,15.4,0.8,3.7,2.3,4.3,18.1,1958,73.4,19.1,7.5,0.0,6.9
6073008512,California,San Diego,4898,2374,2524,20.7,68.6,1.0,0.0,6.6,0.2,3542,85379.0,7899.0,34467.0,4672.0,3.9,0.0,49.7,14.7,23.9,9.2,2.6,85.1,3.8,2.9,0.4,1.1,6.8,19.1,2465,77.1,15.7,7.2,0.0,5.3
6073008513,California,San Diego,3071,1482,1589,16.2,71.3,0.0,0.0,9.3,0.0,2300,95430.0,11488.0,37358.0,4156.0,7.1,6.6,54.1,23.4,15.1,5.3,2.0,82.8,3.5,6.0,1.4,0.4,5.9,24.9,1627,66.1,17.9,16.0,0.0,4.5
6073008600,California,San Diego,7339,3682,3657,50.8,22.1,6.0,0.0,17.0,0.0,3458,45811.0,5861.0,16301.0,1638.0,26.9,34.5,22.3,38.0,18.0,11.1,10.7,67.3,14.2,8.2,2.1,1.1,7.0,24.6,3419,84.1,8.0,7.8,0.0,8.7
6073008701,California,San Diego,3493,1701,1792,22.1,48.4,8.5,0.0,13.5,0.0,2086,62760.0,9478.0,26225.0,3390.0,9.0,11.7,40.8,15.5,23.3,12.4,8.0,81.7,6.0,3.4,2.2,5.8,1.0,19.2,1315,76.7,19.6,3.7,0.0,7.9
6073008702,California,San Diego,5094,2374,2720,23.0,48.6,8.1,1.5,14.7,2.1,3654,66491.0,4641.0,27839.0,2603.0,14.8,23.1,35.3,22.6,31.8,1.6,8.7,71.9,11.2,2.3,5.1,3.3,6.1,19.3,2515,79.2,13.9,6.9,0.0,7.8
6073008800,California,San Diego,6921,3675,3246,25.5,17.8,6.3,0.5,46.4,0.1,3878,38726.0,7245.0,17564.0,2051.0,30.9,51.7,24.5,33.6,20.0,6.0,15.9,74.2,10.4,6.6,1.6,1.8,5.5,22.4,2640,79.6,14.7,5.7,0.0,11.6
6073008901,California,San Diego,5157,2733,2424,37.1,43.5,5.8,0.0,10.7,0.0,4029,69783.0,6647.0,40745.0,5959.0,15.4,39.5,43.2,21.3,18.7,3.9,12.9,80.7,6.7,3.8,1.3,4.5,3.1,24.2,3190,73.5,19.1,7.4,0.0,9.6
6073008902,California,San Diego,2312,1064,1248,12.2,69.8,5.0,0.4,10.7,0.0,1886,57642.0,6610.0,41867.0,6539.0,12.4,0.0,62.2,11.9,20.0,2.9,2.9,90.3,1.8,1.3,0.0,3.0,3.6,19.9,1257,74.6,23.7,1.7,0.0,5.1
6073009000,California,San Diego,4341,2033,2308,47.1,28.3,3.7,1.1,13.4,0.2,2496,42214.0,6461.0,23970.0,4456.0,26.6,37.6,31.4,39.9,17.5,4.3,6.9,69.2,4.9,12.0,5.3,3.2,5.4,25.5,2033,78.8,5.9,15.3,0.0,5.0
6073009101,California,San Diego,5707,3012,2695,14.0,72.1,2.2,0.0,6.5,0.5,4612,87796.0,8735.0,44812.0,5695.0,4.9,7.9,53.7,7.9,32.1,2.7,3.5,74.2,13.1,3.6,0.0,0.5,8.6,18.7,2711,78.5,14.9,6.6,0.0,8.1
6073009102,California,San Diego,3575,1672,1903,30.2,46.5,4.2,1.0,8.8,0.5,2671,36927.0,3859.0,26659.0,4078.0,24.8,29.4,39.3,17.9,31.0,6.1,5.8,76.3,10.1,6.3,1.1,2.6,3.6,21.3,1960,76.7,11.1,12.2,0.0,8.1
6073009103,California,San Diego,3523,1658,1865,15.3,73.8,1.0,0.0,6.8,0.0,2824,83563.0,14190.0,44509.0,4856.0,9.1,3.8,57.8,8.0,27.7,3.1,3.4,69.3,11.1,4.9,1.1,2.1,11.6,21.9,1786,70.4,17.4,11.7,0.6,10.4
6073009104,California,San Diego,2990,1548,1442,11.3,78.0,0.7,0.3,5.8,0.0,2436,91667.0,15822.0,40954.0,3697.0,7.7,14.8,50.4,12.8,19.4,14.1,3.3,88.7,2.3,0.6,0.4,0.5,7.5,22.5,1529,69.7,16.0,14.4,0.0,5.2
6073009106,California,San Diego,4527,2153,2374,18.7,68.2,1.6,0.1,7.0,0.4,3922,55000.0,10740.0,17978.0,2482.0,13.3,1.4,38.8,24.9,26.4,2.4,7.5,60.0,3.9,2.9,16.5,1.2,15.5,21.4,1646,81.3,15.7,3.0,0.0,7.4
6073009107,California,San Diego,4574,2489,2085,16.5,65.1,4.1,0.0,10.3,0.0,3697,61179.0,6966.0,31690.0,3690.0,23.6,25.5,46.0,22.2,20.1,4.1,7.7,77.0,10.0,2.0,4.5,2.9,3.6,19.1,2716,80.3,14.7,5.0,0.0,5.1
6073009201,California,San Diego,5448,2679,2769,23.6,40.8,15.5,0.1,14.7,0.2,3515,65111.0,17944.0,24565.0,2609.0,9.5,11.6,36.7,20.0,29.7,12.2,1.6,83.0,6.6,1.7,2.1,1.1,5.5,18.1,1858,66.1,26.8,7.1,0.0,14.3
6073009202,California,San Diego,5018,2698,2320,12.9,65.1,3.3,0.5,11.8,0.3,3997,77639.0,10047.0,38736.0,3952.0,9.5,8.6,59.8,10.4,19.9,4.6,5.3,77.2,9.7,1.6,0.9,2.3,8.4,19.5,2671,61.9,26.1,11.9,0.0,4.3
6073009301,California,San Diego,5055,2782,2273,26.5,40.9,7.6,1.5,18.2,0.1,3511,64332.0,8494.0,32503.0,4953.0,11.3,11.0,37.5,23.0,24.4,8.7,6.5,79.0,8.5,5.0,0.2,1.2,5.9,21.7,2495,78.7,14.6,6.7,0.0,11.3
6073009304,California,San Diego,8442,4294,4148,18.7,61.0,6.7,0.0,11.2,0.0,6661,72633.0,9561.0,42026.0,4842.0,17.7,34.1,54.1,17.5,21.0,2.5,4.9,73.0,7.3,8.1,0.8,2.5,8.3,20.4,4656,74.9,21.9,3.3,0.0,6.5
6073009305,California,San Diego,5258,2502,2756,30.2,48.8,2.1,0.0,6.6,0.7,4030,80538.0,18062.0,35670.0,4619.0,13.6,13.5,53.8,13.8,20.7,8.4,3.2,80.5,10.0,1.4,3.1,0.0,5.0,20.4,2796,72.4,22.0,5.7,0.0,7.1
6073009306,California,San Diego,5942,3077,2865,16.4,50.4,10.2,0.0,15.3,0.6,4949,71893.0,22961.0,38630.0,3476.0,12.4,3.8,46.4,16.9,24.5,4.7,7.5,82.0,7.9,0.5,1.1,3.0,5.5,19.1,3965,81.7,11.7,6.6,0.0,5.5
6073009400,California,San Diego,5027,3624,1403,23.6,60.7,8.3,1.1,3.2,0.3,3895,53173.0,5432.0,22016.0,4184.0,6.3,7.4,32.8,9.5,42.3,12.9,2.5,23.5,11.0,0.0,21.5,1.2,42.8,10.9,317,56.8,43.2,0.0,0.0,21.1
6073009502,California,San Diego,3807,1857,1950,12.6,60.0,8.2,1.3,13.8,0.0,2825,77406.0,5291.0,37339.0,4090.0,3.8,0.0,51.7,12.6,25.0,6.5,4.3,84.9,6.8,1.0,0.0,0.3,6.9,15.8,1805,76.3,20.2,3.2,0.3,6.4
6073009504,California,San Diego,6668,3206,3462,6.8,63.1,4.2,0.0,21.5,1.0,4394,168167.0,19505.0,62572.0,5779.0,1.1,1.7,68.7,8.3,16.2,3.6,3.1,82.8,7.8,0.3,1.7,0.4,7.0,25.9,3150,76.8,13.3,9.9,0.0,3.6
6073009505,California,San Diego,6834,3284,3550,11.9,58.8,4.5,0.3,18.1,0.0,5348,113426.0,16361.0,54008.0,5095.0,3.7,2.4,64.8,10.6,17.5,3.0,4.1,84.3,4.4,2.3,0.0,1.2,7.7,25.2,3835,77.6,17.8,4.6,0.0,5.4
6073009506,California,San Diego,4179,1994,2185,14.4,65.1,5.0,0.0,11.2,0.4,3109,101190.0,7743.0,41400.0,3350.0,7.4,17.8,55.4,12.7,23.4,1.9,6.6,84.9,4.0,0.5,0.3,0.7,9.7,19.4,2204,67.4,22.3,9.5,0.9,5.6
6073009507,California,San Diego,3710,1892,1818,17.6,65.7,3.4,0.3,8.5,0.1,2838,89012.0,4887.0,44798.0,5946.0,6.0,0.0,53.0,12.3,24.7,7.0,3.0,85.6,5.4,0.0,0.8,1.9,6.3,21.9,1865,79.8,13.9,6.3,0.0,5.0
6073009509,California,San Diego,3525,1498,2027,21.0,53.4,2.6,0.0,17.4,2.0,2743,68229.0,9239.0,42177.0,5317.0,6.0,4.8,48.8,9.3,29.9,6.7,5.4,80.6,5.8,0.3,0.0,2.9,10.4,24.4,2174,79.9,9.4,10.7,0.0,3.2
6073009510,California,San Diego,4810,2395,2415,23.0,51.0,13.0,0.0,2.4,3.3,2315,52813.0,4778.0,15372.0,1516.0,10.0,11.5,29.6,28.2,25.7,12.9,3.7,79.7,8.5,0.0,0.0,8.0,3.8,21.7,848,51.2,43.9,5.0,0.0,14.8
6073009511,California,San Diego,4324,2238,2086,20.4,62.1,8.1,0.0,2.8,3.4,1967,53200.0,11355.0,13907.0,1918.0,9.5,11.6,38.7,22.0,26.0,9.1,4.1,83.0,4.9,0.0,0.0,12.0,0.0,23.4,581,60.2,37.0,2.8,0.0,11.6
6073009602,California,San Diego,3876,1814,2062,18.0,64.8,6.0,0.3,6.2,1.0,3020,65577.0,14022.0,41777.0,6159.0,2.6,2.4,47.5,15.7,20.1,8.0,8.7,86.2,4.8,1.7,2.3,1.5,3.4,24.6,1946,75.5,16.4,8.1,0.0,4.2
6073009603,California,San Diego,5158,2477,2681,22.7,49.1,10.5,0.3,12.1,0.2,4045,50022.0,8398.0,32799.0,3938.0,13.7,16.0,42.2,21.2,24.4,7.2,5.0,81.8,6.4,2.6,1.3,2.4,5.6,22.9,2887,76.3,15.4,8.3,0.0,8.4
6073009604,California,San Diego,3578,2026,1552,26.4,56.8,4.2,0.4,9.8,0.0,2716,65943.0,13765.0,31913.0,3508.0,7.5,6.3,36.5,26.1,27.2,4.1,6.1,84.2,5.9,0.4,1.2,4.0,4.2,17.6,1802,74.9,19.7,5.4,0.0,8.4
6073009703,California,San Diego,3580,1750,1830,15.2,76.8,3.6,0.3,3.3,0.0,2682,79516.0,9685.0,33516.0,3442.0,6.6,6.3,46.2,15.4,23.8,7.3,7.4,76.2,6.3,6.1,0.6,2.1,8.8,25.1,1549,71.9,12.8,14.5,0.7,8.3
6073009704,California,San Diego,5840,3118,2722,9.3,71.4,8.0,0.0,8.9,0.0,4297,88711.0,5450.0,45295.0,5860.0,5.2,7.8,56.5,15.7,18.1,4.6,5.1,84.7,4.5,2.4,0.6,1.6,6.1,24.2,2874,70.9,23.6,5.5,0.0,6.3
6073009705,California,San Diego,3666,1751,1915,15.2,72.3,4.9,0.0,5.7,0.0,2804,98455.0,6887.0,45037.0,4158.0,10.5,5.9,56.0,19.3,14.2,6.2,4.3,79.5,5.5,1.7,0.7,4.1,8.6,22.1,1820,74.9,18.6,6.5,0.0,4.1
6073009706,California,San Diego,6955,3329,3626,16.8,72.3,2.1,0.6,5.6,0.0,5562,105132.0,15283.0,60098.0,11435.0,4.0,0.0,58.4,13.2,17.7,6.5,4.2,80.8,7.2,1.4,1.0,1.9,7.7,22.8,3072,69.8,19.5,10.4,0.2,9.2
6073009801,California,San Diego,4812,2138,2674,12.7,76.5,2.4,0.3,6.3,0.0,3825,60784.0,9703.0,39761.0,4886.0,7.9,1.3,59.9,8.8,23.7,4.2,3.5,85.6,8.6,0.4,2.0,0.6,2.8,21.2,2283,75.7,13.4,11.0,0.0,3.8
6073009802,California,San Diego,6628,3285,3343,19.7,60.7,5.6,0.0,7.4,0.0,5069,63952.0,6955.0,25807.0,2653.0,14.6,27.4,44.0,16.0,24.8,8.4,6.8,80.4,9.6,1.1,0.0,0.6,8.4,21.9,2909,68.6,18.7,12.7,0.0,11.3
6073009804,California,San Diego,4860,2292,2568,22.7,69.1,2.5,0.0,3.4,0.0,3675,84323.0,13494.0,36479.0,3497.0,1.8,0.0,46.3,15.0,26.4,6.8,5.5,80.9,7.2,1.7,0.3,3.2,6.6,24.0,2450,70.1,22.4,7.5,0.0,3.4
6073009805,California,San Diego,5113,2352,2761,11.6,73.4,3.0,0.0,5.3,0.8,3988,75662.0,8820.0,36184.0,2563.0,6.5,6.9,59.5,12.2,17.4,1.9,9.1,82.1,8.5,0.8,0.5,3.0,5.0,25.3,2621,70.5,23.6,5.9,0.0,7.7
6073009901,California,San Diego,772,679,93,26.4,47.9,15.7,1.3,5.6,0.0,757,,,28987.0,3780.0,0.0,0.0,44.4,55.6,0.0,0.0,0.0,37.9,5.0,0.0,22.7,2.4,32.0,15.9,9,0.0,44.4,55.6,0.0,0.0
6073009902,California,San Diego,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
6073010001,California,San Diego,3724,2026,1698,65.6,13.0,0.5,0.8,16.2,0.0,2392,61197.0,11897.0,25930.0,5388.0,11.1,15.8,21.5,23.3,24.6,7.7,22.9,73.1,9.4,4.8,4.1,0.9,7.7,25.7,1746,79.2,14.0,6.8,0.0,7.9
6073010003,California,San Diego,6499,3358,3141,66.5,9.3,3.7,0.0,12.9,0.8,4182,74861.0,20565.0,21474.0,2126.0,12.8,23.3,22.5,19.3,34.7,8.1,15.4,81.7,12.0,4.0,0.0,0.7,1.6,22.7,2742,81.7,12.9,5.4,0.0,18.7
6073010004,California,San Diego,4587,2382,2205,73.8,9.1,5.2,0.0,10.9,0.2,2883,56515.0,9781.0,17810.0,1778.0,13.9,15.8,11.7,23.0,38.9,8.6,17.8,74.9,11.8,8.0,0.0,2.9,2.4,31.2,1751,78.1,16.2,5.7,0.0,20.4
6073010005,California,San Diego,8129,3792,4337,92.7,2.8,0.2,0.0,3.4,0.1,4103,30070.0,5146.0,12205.0,1198.0,30.0,46.9,17.5,17.6,38.7,11.6,14.5,72.4,13.1,9.3,0.9,1.8,2.5,32.1,2840,84.6,11.3,4.1,0.0,18.5
6073010009,California,San Diego,6964,3210,3754,94.8,3.2,0.9,0.0,0.7,0.0,3113,39775.0,3809.0,13221.0,1349.0,24.2,34.4,17.0,19.4,34.9,13.4,15.4,70.0,7.2,6.5,11.3,2.3,2.7,28.4,2835,88.9,7.8,3.4,0.0,15.9
6073010010,California,San Diego,5973,2551,3422,71.7,11.4,3.8,0.0,10.6,0.0,3790,44219.0,6860.0,16849.0,1610.0,25.8,49.1,29.6,28.6,26.9,5.4,9.4,78.0,10.8,5.9,1.1,0.4,3.9,24.5,2248,81.8,15.3,2.8,0.0,15.2
6073010011,California,San Diego,4276,2002,2274,69.1,8.8,5.5,0.0,13.0,0.0,2928,63974.0,2885.0,17986.0,1621.0,17.7,25.6,19.6,26.5,32.0,10.8,11.1,76.1,12.9,6.3,0.0,1.7,3.0,29.9,1955,76.7,14.9,8.3,0.0,14.0
6073010012,California,San Diego,5202,2422,2780,98.3,1.5,0.2,0.0,0.0,0.0,2279,37205.0,6018.0,12900.0,1646.0,26.1,33.4,17.6,32.8,25.2,6.9,17.5,64.4,20.8,6.8,5.2,1.1,1.6,25.2,1951,86.6,7.5,5.9,0.0,13.9
6073010013,California,San Diego,6180,3123,3057,97.1,0.8,0.5,0.0,0.9,0.0,2628,31488.0,2499.0,10046.0,789.0,34.2,47.7,15.4,36.4,23.9,9.5,14.7,57.0,11.7,15.4,7.6,2.4,5.9,26.0,2069,82.4,11.6,6.0,0.0,21.5
6073010014,California,San Diego,20663,11909,8754,50.3,15.6,9.8,0.4,20.9,0.1,13066,90132.0,8957.0,20949.0,1575.0,5.7,8.5,32.7,21.6,31.8,4.9,9.0,77.7,12.0,3.2,0.1,2.1,4.8,28.0,7955,71.4,20.2,7.3,1.1,4.4
6073010015,California,San Diego,2905,1332,1573,86.6,3.3,6.3,0.0,2.4,0.0,1496,78125.0,10382.0,20969.0,2014.0,11.8,17.7,27.4,26.1,28.1,5.6,12.8,83.0,7.7,2.9,4.1,0.0,2.3,27.0,1303,74.1,20.6,5.3,0.0,5.9
6073010103,California,San Diego,7008,3539,3469,75.5,12.2,5.3,0.0,2.8,2.7,3894,42103.0,7473.0,14384.0,1498.0,19.6,25.0,12.9,34.7,19.7,17.9,14.8,67.0,14.8,10.7,1.4,1.0,5.0,31.5,2799,77.1,17.7,5.2,0.0,12.6
6073010104,California,San Diego,3746,1764,1982,55.3,21.4,4.2,0.0,19.1,0.0,2365,57917.0,3651.0,18917.0,2167.0,6.8,4.4,21.3,33.4,30.9,6.5,7.9,75.5,12.8,5.6,1.1,0.8,4.2,26.6,1655,70.6,21.1,8.3,0.0,9.6
6073010106,California,San Diego,5952,2800,3152,87.7,7.9,0.8,0.0,2.7,0.0,3447,41203.0,4704.0,12951.0,1349.0,22.4,32.1,12.7,33.0,22.4,16.1,15.8,72.4,9.8,9.0,1.5,2.2,5.1,25.9,2421,82.5,12.1,5.4,0.0,13.3
6073010107,California,San Diego,6986,3398,3588,71.0,10.0,4.2,0.0,11.6,0.0,4453,54242.0,8172.0,17919.0,1815.0,13.2,24.2,21.7,29.7,23.9,14.1,10.7,73.2,13.8,4.5,0.2,1.2,7.0,24.0,3002,72.1,21.9,6.0,0.0,16.9
6073010109,California,San Diego,4727,2371,2356,76.6,7.2,2.5,0.0,11.2,0.0,2918,73208.0,11388.0,20435.0,2123.0,11.7,10.6,13.9,22.0,42.5,13.9,7.7,81.9,12.6,2.8,0.0,0.6,2.0,27.8,2044,75.4,20.3,4.0,0.3,10.5
6073010110,California,San Diego,8198,3709,4489,70.9,12.6,0.5,1.1,12.9,0.0,4582,45212.0,9340.0,17450.0,2687.0,19.4,29.6,22.9,25.9,26.2,16.3,8.7,85.0,10.4,1.5,0.2,0.0,2.9,27.7,2966,80.1,14.8,5.1,0.0,13.5
6073010111,California,San Diego,3376,1590,1786,86.4,9.2,2.0,0.0,2.4,0.0,1674,41042.0,8957.0,12063.0,1372.0,24.9,30.3,15.6,26.1,26.6,13.8,18.0,57.6,13.8,11.4,0.8,4.7,11.8,27.9,1213,78.9,13.5,6.8,0.7,20.8
6073010112,California,San Diego,5079,2350,2729,85.9,5.9,3.7,0.0,3.6,0.0,2511,37857.0,8094.0,13245.0,1463.0,29.9,38.4,19.6,29.1,27.3,12.1,11.9,78.3,8.7,8.7,0.0,1.0,3.4,24.7,1899,82.9,14.7,2.4,0.0,20.2
6073010200,California,San Diego,6360,3189,3171,35.2,52.2,2.4,0.9,3.9,0.0,4944,55019.0,12561.0,27660.0,3445.0,17.5,8.0,38.9,15.4,32.0,4.3,9.4,76.7,8.6,1.4,3.6,3.3,6.4,30.2,2481,60.9,32.8,6.4,0.0,10.1
6073010300,California,San Diego,4741,2385,2356,43.6,38.6,2.2,0.0,14.8,0.0,2991,52688.0,17036.0,19848.0,2166.0,16.5,19.9,20.9,25.1,32.0,8.3,13.6,80.1,6.9,6.1,1.8,4.4,0.6,26.6,1972,77.2,16.6,5.9,0.3,13.7
6073010401,California,San Diego,2292,1240,1052,58.2,27.3,5.5,0.9,3.7,0.2,1450,45250.0,5535.0,17903.0,2397.0,20.2,35.0,25.1,28.3,25.7,12.5,8.4,70.1,16.5,5.7,2.2,1.1,4.4,24.1,989,70.7,23.6,5.8,0.0,12.9
6073010402,California,San Diego,6375,2892,3483,62.9,19.5,4.8,0.0,7.1,1.8,3585,41670.0,3149.0,15595.0,1751.0,22.1,25.5,18.6,23.0,29.6,14.7,14.1,76.5,10.6,6.4,2.6,1.5,2.4,25.0,2334,82.6,13.8,3.6,0.0,16.8
6073010501,California,San Diego,1451,657,794,28.0,59.0,0.0,0.0,4.6,0.0,1076,60595.0,16143.0,30186.0,4785.0,11.8,18.1,49.8,18.4,17.9,8.8,5.0,61.9,23.9,4.9,7.2,0.0,2.0,22.3,614,68.9,30.1,1.0,0.0,8.9
6073010502,California,San Diego,5832,2874,2958,60.3,18.8,4.0,0.0,10.9,2.0,3325,40941.0,4095.0,16449.0,1824.0,20.1,26.7,20.0,25.4,26.8,11.5,16.3,69.2,17.7,2.1,2.4,4.2,4.4,23.0,2599,77.7,12.7,9.6,0.0,11.7
6073010601,California,San Diego,2432,1221,1211,25.9,66.3,1.0,0.5,2.3,0.0,1898,111326.0,10910.0,60782.0,10627.0,9.2,19.5,56.1,12.7,23.8,5.5,1.9,76.1,4.6,0.0,4.6,1.4,13.3,24.1,880,78.3,13.3,8.4,0.0,2.3
6073010800,California,San Diego,2786,1385,1401,3.5,88.9,0.0,1.0,3.1,0.0,2224,95673.0,11617.0,58014.0,8418.0,3.3,1.8,67.4,4.4,23.2,3.7,1.2,79.6,5.7,0.8,2.7,6.4,4.8,16.8,1136,67.8,20.2,12.1,0.0,7.9
6073010900,California,San Diego,2056,902,1154,10.5,83.7,0.6,0.0,1.4,1.2,1601,107083.0,11308.0,62748.0,8584.0,5.8,8.4,63.0,13.7,19.1,3.0,1.2,72.8,3.1,0.0,6.9,6.7,10.5,15.9,862,70.3,16.9,12.2,0.6,4.5
6073011000,California,San Diego,3280,1573,1707,17.3,78.1,0.7,0.1,1.8,0.0,2658,73791.0,10172.0,50593.0,6078.0,3.5,0.0,55.8,16.1,18.3,8.0,1.8,69.3,8.0,4.1,3.1,8.7,6.7,21.1,1413,67.9,24.1,6.8,1.3,5.1
6073011100,California,San Diego,4347,2039,2308,11.9,79.1,0.6,0.3,3.6,0.0,3264,85729.0,20525.0,50818.0,7138.0,5.4,6.1,61.4,12.0,16.6,5.8,4.2,68.7,3.4,2.6,7.2,8.6,9.5,19.2,1895,74.5,18.3,7.2,0.0,5.0
6073011300,California,San Diego,3476,2651,825,20.6,56.1,15.0,0.3,6.2,0.1,3372,140250.0,15137.0,29066.0,2771.0,12.8,22.4,65.9,0.0,12.2,9.8,12.2,28.0,7.4,0.1,11.2,1.2,52.1,17.8,41,65.9,34.1,0.0,0.0,0.0
6073011601,California,San Diego,5838,2660,3178,80.5,3.9,3.8,0.0,9.2,0.0,2698,31392.0,3682.0,12200.0,1653.0,28.4,34.5,16.3,32.3,25.0,11.8,14.8,65.5,16.1,12.1,3.7,1.5,1.1,30.0,2067,82.1,10.4,7.5,0.0,12.7
6073011602,California,San Diego,3614,1717,1897,78.0,7.1,5.0,0.0,8.5,0.5,1598,32679.0,4591.0,14256.0,2372.0,27.9,39.1,9.8,35.0,18.5,17.0,19.8,67.5,13.7,8.4,5.2,1.2,4.1,24.9,1515,81.1,14.5,4.5,0.0,9.8
6073011700,California,San Diego,6048,3055,2993,60.0,6.1,2.3,0.2,30.0,0.0,2874,26264.0,2883.0,16295.0,2579.0,31.1,39.6,17.0,29.8,16.1,15.2,21.9,68.7,14.0,10.1,5.9,0.5,0.8,27.2,2677,80.1,4.1,15.8,0.0,8.5
6073011801,California,San Diego,3699,1944,1755,74.7,8.8,2.8,0.0,11.6,0.3,1850,32208.0,5253.0,14349.0,2242.0,34.4,43.5,21.7,24.0,22.1,17.1,15.1,68.6,10.1,10.5,2.6,3.6,4.6,24.4,1468,81.3,10.0,8.7,0.0,9.0
6073011802,California,San Diego,7566,3597,3969,77.4,5.3,4.0,0.0,11.8,1.0,2882,35925.0,6556.0,12757.0,1399.0,35.0,52.7,7.6,35.3,26.8,12.3,17.9,68.1,16.8,9.8,2.1,0.5,2.6,27.5,3285,85.6,7.4,6.9,0.1,10.8
6073011902,California,San Diego,5827,2866,2961,59.2,13.0,3.5,0.1,21.3,0.5,3660,57038.0,8223.0,21255.0,3666.0,12.3,13.6,18.5,22.3,34.7,11.0,13.6,84.9,8.3,5.2,1.1,0.0,0.4,28.1,2249,78.5,17.0,4.5,0.0,14.1
6073012002,California,San Diego,3948,1801,2147,38.4,5.2,2.6,0.4,50.6,0.0,2230,36458.0,6466.0,17355.0,2362.0,20.5,23.8,19.6,28.1,27.0,5.7,19.7,71.4,13.7,5.4,3.9,3.1,2.5,24.5,1678,90.3,8.9,0.8,0.0,8.8
6073012003,California,San Diego,3519,1754,1765,57.7,11.4,2.2,0.0,27.0,0.2,2056,56500.0,10237.0,18896.0,1984.0,18.7,26.7,23.0,24.0,26.4,15.0,11.7,80.6,11.5,3.3,3.4,0.0,1.1,23.0,1612,80.6,13.8,5.6,0.0,11.1
