id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
6011848,6,California,CA,Modoc,Bieber,Adin,CDP,place,96009,530,8901691,15858,41.199312,-120.956779,54602,300000,32641,37.8988659229674
6011858,6,California,CA,Humboldt,Blocksburg,Alderpoint,CDP,place,95514,707,6288255,0,40.161347,-123.615729,24830,300000,14770,140.0
6011868,6,California,CA,San Diego,Alpine,Alpine,CDP,place,91901,619,69370314,1475,32.842286,-116.756044,91662,79440,65636,2524.28805518864
6011878,6,California,CA,Santa Cruz,Watsonville,Amesti,CDP,place,95076,831,7747643,166234,36.959483,-121.781739,63761,48440,55214,620.110873436596
6011888,6,California,CA,Santa Cruz,Aptos,Aptos,CDP,place,95003,831,16657985,0,36.991147,-121.892758,96841,82737,67911,1074.37648445388
6011898,6,California,CA,San Luis Obispo,Arroyo Grande,Arroyo Grande city,City,place,93420,805,15106782,0,35.124305,-120.584854,81093,63124,62913,3757.19813633919
6011908,6,California,CA,Placer,Auburn,Auburn city,City,place,95603,530,18529464,71271,38.895075,-121.076739,71164,52951,60295,3517.81296487666
6011918,6,California,CA,Kern,Bakersfield,Bakersfield city,City,place,93304,661,385366784,3809676,35.321213,-119.018291,71025,56986,57439,62475.4128091042
6011928,6,California,CA,Humboldt,Eureka,Bayview,CDP,place,95503,707,1895432,0,40.765335,-124.178605,41404,31689,37090,805.41557902839
6011938,6,California,CA,Shasta,Bella Vista,Bella Vista,CDP,place,96008,530,57495927,367924,40.651672,-122.256513,60891,54896,39884,576.705298264188
6011948,6,California,CA,Mono,Benton,Benton,CDP,place,93512,760,73770754,52423,37.843606,-118.4899,33158,31129,17722,125.197201304273
6011958,6,California,CA,Shasta,Big Bend,Big Bend,CDP,place,96011,530,14852516,230960,41.011615,-121.930444,29530,19739,22104,51.399580435958
6011968,6,California,CA,Marin,Novato,Black Point-Green Point,CDP,place,94945,415,7322433,181453,38.109893,-122.518376,132698,127534,71468,131.454210340656
6011978,6,California,CA,Marin,Bolinas,Bolinas,CDP,place,94924,415,15090533,0,37.917725,-122.709502,100173,76150,73456,241.254868165669
6011988,6,California,CA,San Diego,Borrego Springs,Borrego Springs,CDP,place,92004,760,111554058,874219,33.245398,-116.357035,41547,31028,31083,897.97910321573
6011998,6,California,CA,Contra Costa,Brentwood,Brentwood city,City,place,94513,925,38463708,21105,37.935905,-121.718547,100640,92772,64768,7494.29857104342
6012008,6,California,CA,Santa Barbara,Buellton,Buellton city,City,place,93427,805,4097749,1684,34.615497,-120.194237,80327,71623,55978,887.14110789953
6012018,6,California,CA,Butte,Oroville,Butte Valley,CDP,place,95965,530,47370530,29332,39.668804,-121.645889,78774,55666,52503,114.293737781304
6012028,6,California,CA,Riverside,Calimesa,Calimesa city,City,place,92399,909,38481117,0,33.987344,-117.054211,61578,45346,50889,2145.65704358819
6012038,6,California,CA,San Luis Obispo,Cambria,Cambria,CDP,place,93428,805,22036535,0,35.552479,-121.084527,78162,60687,56027,1536.92705566636
6012048,6,California,CA,Yuba,Camptonville,Camptonville,CDP,place,95922,530,2211388,0,39.452065,-121.048719,45763,32833,48119,67.7974994781688
6012058,6,California,CA,Sonoma,Bodega Bay,Carmet,CDP,place,94923,707,742472,0,38.374452,-123.071859,32499,300000,1826,7.0
6012068,6,California,CA,Santa Barbara,Santa Maria,Casmalia,CDP,place,93455,805,488123,0,34.837589,-120.531071,72668,300000,26981,16.3323021486756
6012078,6,California,CA,Sonoma,Cazadero,Cazadero,CDP,place,95421,707,18431244,3546,38.527831,-123.109799,57388,41500,50971,87.5967863255906
6012088,6,California,CA,Los Angeles,Covina,Charter Oak,CDP,place,91724,626,2403064,0,34.102483,-117.856315,74506,62609,49426,1443.87355181399
6012098,6,California,CA,San Bernardino,Chino,Chino city,City,place,91710,909,76829663,33348,33.978037,-117.657719,82439,72505,56415,9358.20926724084
6012108,6,California,CA,Contra Costa,Clayton,Clayton city,City,place,94517,925,9946656,0,37.94032,-121.930076,135724,130312,75495,1170.29716196454
6012118,6,California,CA,Contra Costa,Concord,Clyde,CDP,place,94520,925,371137,0,38.0254,-122.02806,67508,39905,59076,185.8945946976
6012128,6,California,CA,Placer,Colfax,Colfax city,City,place,95713,530,3641506,0,39.093799,-120.953222,62241,48972,48721,597.712204758276
6012138,6,California,CA,Los Angeles,Compton,Compton city,City,place,90220,310,25973637,227893,33.894047,-118.227469,52186,43250,40688,15651.3500894229
6012148,6,California,CA,Santa Cruz,Watsonville,Corralitos,CDP,place,95076,831,23275301,37138,36.984181,-121.789329,114042,86241,75281,328.276314310433
6012158,6,California,CA,Los Angeles,West Covina,Covina city,City,place,91723,626,18203062,32773,34.090475,-117.882143,77334,64833,55152,7877.27452465529
6012168,6,California,CA,Plumas,Quincy,Cromberg,CDP,place,95971,530,23385107,0,39.868383,-120.690446,36865,26537,29934,77.6630243601567
6012178,6,California,CA,San Mateo,Daly City,Daly City city,City,place,94014,650,19788422,0,37.700941,-122.464979,88415,74953,62070,14227.3302497758
6012188,6,California,CA,Kern,Delano,Delano city,City,place,93215,661,37044413,135325,35.763183,-119.26356,46670,35348,36810,8089.25516016155
6012198,6,California,CA,Kern,Mckittrick,Derby Acres,CDP,place,93251,661,9274815,0,35.244025,-119.603833,64762,38492,59874,74.463007671778
6012208,6,California,CA,Los Angeles,Diamond Bar,Diamond Bar city,City,place,91765,909,38539601,13084,34.001573,-117.817601,101668,89518,68452,7349.17261461058
6012218,6,California,CA,Calaveras,Avery,Dorrington,CDP,place,95224,209,9398404,12551,38.294369,-120.270062,94240,36578,87348,93.6311426449058
6012228,6,California,CA,Alameda,Dublin,Dublin city,City,place,94568,925,39453265,0,37.716154,-121.896234,126995,119417,72770,5306.96934221662
6012238,6,California,CA,Riverside,Hemet,East Hemet,CDP,place,92544,951,13467988,0,33.730139,-116.940992,59514,47505,48363,3515.86048737486
6012248,6,California,CA,Los Angeles,Compton,East Rancho Dominguez,CDP,place,90221,310,2129017,0,33.894834,-118.195587,55412,43934,43685,2192.07472129769
6012258,6,California,CA,San Luis Obispo,San Luis Obispo,Edna,CDP,place,93401,805,3158263,0,35.210785,-120.605967,70959,300000,30348,42.3315821438778
6012268,6,California,CA,Glenn,Elk Creek,Elk Creek,CDP,place,95939,530,3753632,81504,39.598678,-122.53232,43059,36830,25925,54.265528402987
6012278,6,California,CA,Los Angeles,El Segundo,El Segundo city,City,place,90245,310,14149156,4084,33.917145,-118.401554,104661,86968,70772,2594.74876921529
6012288,6,California,CA,San Diego,Escondido,Escondido city,City,place,92026,760,96015101,455887,33.133053,-117.074043,67119,51007,55767,26781.6819926142
6012298,6,California,CA,Madera,Chowchilla,Fairmead,CDP,place,93610,559,20035532,0,37.077473,-120.193661,46256,31719,41939,298.785498504384
6012308,6,California,CA,Sonoma,Sonoma,Fetters Hot Springs-Agua Caliente,CDP,place,95476,707,3783771,0,38.327504,-122.487137,67684,53517,59891,901.689843001601
6012318,6,California,CA,Tehama,Flournoy,Flournoy,CDP,place,96029,530,15012811,0,39.928357,-122.446164,55519,52439,37852,26.965050156285
6012328,6,California,CA,Modoc,New Pine Creek,Fort Bidwell,CDP,place,97635,530,8288093,43567,41.863301,-120.159395,39439,25955,35242,58.8642066260862
6012338,6,California,CA,Merced,Merced,Franklin,CDP,place,95348,209,5226600,0,37.327717,-120.532114,49495,36846,45243,1455.98253085057
6012348,6,California,CA,Fresno,Fresno,Friant,CDP,place,93730,559,3239536,130737,36.984012,-119.70806,33535,18417,34551,126.397873699243
6012358,6,California,CA,San Joaquin,Stockton,Garden Acres,CDP,place,95215,209,6693771,0,37.963697,-121.22961,45384,38763,31249,2121.73362506411
6012368,6,California,CA,Santa Clara,Gilroy,Gilroy city,City,place,95020,408,41808104,26658,37.006407,-121.585321,94368,81326,67204,6759.37216898269
6012378,6,California,CA,Sierra,Downieville,Goodyears Bar,CDP,place,95936,530,5309072,43381,39.552354,-120.893102,21163,30485,13700,21.3318666666667
6012388,6,California,CA,Stanislaus,Westley,Grayson,CDP,place,95387,209,577471,0,37.564951,-121.179463,46187,27144,47208,191.627368924625
6012398,6,California,CA,Plumas,Greenville,Greenville,CDP,place,95947,530,20701558,0,40.133603,-120.945333,40839,27678,41290,411.155847144079
6012408,6,California,CA,Merced,Gustine,Gustine city,City,place,95322,209,4017002,0,37.254514,-120.99487,55566,38476,48129,1306.72296658336
6012418,6,California,CA,Solano,Vacaville,Hartley,CDP,place,95688,707,16772049,72212,38.420393,-121.950842,107548,88891,67964,331.13872598453
6012428,6,California,CA,Sacramento,Herald,Herald,CDP,place,95638,209,20406214,57778,38.288434,-121.231034,105322,116734,59006,112.820231068841
6012438,6,California,CA,San Bernardino,Highland,Highland city,City,place,92346,909,48574930,348871,34.113473,-117.165729,71416,53373,58733,8813.00614730641
6012448,6,California,CA,San Bernardino,Twentynine Palms,Homestead Valley,CDP,place,92227,760,87750645,0,34.273019,-116.414529,38162,26647,35631,1055.96573004793
6012458,6,California,CA,Orange,Huntington Beach,Huntington Beach city,City,place,92648,714,69762694,13438927,33.690569,-118.00933,98804,83908,69678,31761.5594952181
6012468,6,California,CA,Plumas,Greenville,Indian Falls,CDP,place,95947,530,4770041,0,40.05875,-120.980314,17122,20515,7032,44.6657333333333
6012478,6,California,CA,Amador,Ione,Ione city,City,place,95640,209,11901656,118011,38.36003,-120.944343,67768,50637,55281,1656.28948598802
6012488,6,California,CA,San Diego,Jamul,Jamul,CDP,place,91935,619,42950502,647442,32.721063,-116.863036,116516,111367,64817,633.919828978289
6012498,6,California,CA,Riverside,Jurupa Valley,Jurupa Valley city,City,place,92509,951,111216400,1914744,34.002591,-117.467612,66953,57050,50640,14036.3835295529
6012508,6,California,CA,Sonoma,Kenwood,Kenwood,CDP,place,95452,707,13381220,0,38.415407,-122.538753,102857,300000,73360,244.456188914752
6012518,6,California,CA,Placer,Truckee,Kingvale,CDP,place,96161,530,2490333,22032,39.320997,-120.438309,69749,300000,5981,4.33275551703447
6012528,6,California,CA,Orange,Ladera Ranch,Ladera Ranch,CDP,place,92694,949,12539189,0,33.549356,-117.641503,146539,137452,77834,2023.40886104408
6012538,6,California,CA,Plumas,Chester,Lake Almanor Country Club,CDP,place,96020,530,7104824,0,40.257771,-121.146958,105321,76530,81893,128.392498509608
6012548,6,California,CA,Shasta,Redding,Lakehead,CDP,place,96003,530,12160323,1511480,40.903436,-122.399658,54704,31295,54483,182.826616317211
6012558,6,California,CA,Riverside,Aguanga,Lake Riverside,CDP,place,92536,951,18888597,216496,33.518735,-116.812103,64425,69282,33988,131.15732519037
6012568,6,California,CA,Fresno,Riverdale,Lanare,CDP,place,93656,559,5227767,0,36.437717,-119.932208,53317,300000,65690,55.1990043851812
6012578,6,California,CA,Santa Cruz,La Selva Beach,La Selva Beach,CDP,place,95076,831,13718837,0,36.927375,-121.844404,115367,103680,76241,421.107868185911
6012588,6,California,CA,Kern,Lebec,Lebec,CDP,place,93243,661,39701013,760,34.844614,-118.899237,50166,300000,41056,281.525847724549
6012598,6,California,CA,San Bernardino,Barstow,Lenwood,CDP,place,92311,760,5733125,0,34.885199,-117.108326,45143,37956,31897,851.074339590326
6012608,6,California,CA,Tulare,Lindsay,Lindsay city,City,place,93247,559,7077625,0,36.208216,-119.08968,40664,30077,37152,2561.34802249387
6012618,6,California,CA,Merced,Livingston,Livingston city,City,place,95334,209,9518115,7397,37.387281,-120.724943,57266,51069,42662,2075.74165232159
6012628,6,California,CA,Santa Cruz,Ben Lomond,Lompico,CDP,place,95005,831,8738098,315,37.114619,-122.052768,89332,62885,73377,246.089159987394
6012638,6,California,CA,Santa Clara,Mountain View,Los Altos city,City,place,94040,650,16768400,0,37.368538,-122.096629,159081,173800,86393,2823.20221403721
6012648,6,California,CA,Kern,Lost Hills,Lost Hills,CDP,place,93249,661,14378332,30536,35.632801,-119.677762,36199,30997,22659,426.693991054185
6012658,6,California,CA,Shasta,Mcarthur,McArthur,CDP,place,96056,530,2593485,37760,41.041995,-121.40524,62566,43080,47125,97.2595660881226
6012668,6,California,CA,Madera,Madera,Madera city,City,place,93637,559,40893995,0,36.963983,-120.080243,49807,40326,39810,11750.3165919847
6012678,6,California,CA,Humboldt,Eureka,Manila,CDP,place,95502,707,1694566,128417,40.850897,-124.163193,46160,31868,43754,264.726805561
6012688,6,California,CA,Amador,Jackson,Martell,CDP,place,95642,209,6049766,2501,38.362045,-120.803077,42633,300000,36037,53.9647596494553
6012698,6,California,CA,Plumas,Quincy,Meadow Valley,CDP,place,95971,530,22066143,0,39.932312,-121.083086,66548,47901,68532,123.391604712997
6012708,6,California,CA,Merced,Merced,Merced city,City,place,95340,209,60156228,0,37.305695,-120.477871,51987,36937,46907,17272.4150859632
6012718,6,California,CA,Lassen,Herlong,Milford,CDP,place,96113,530,13705685,14513,40.149446,-120.370205,123055,300000,71595,20.330391844826
6012728,6,California,CA,Santa Barbara,Lompoc,Mission Hills,CDP,place,93438,805,3183261,20596,34.688779,-120.43975,103219,83492,73625,478.171809765134
6012738,6,California,CA,Los Angeles,Monrovia,Monrovia city,City,place,91016,626,35233831,282079,34.163997,-117.984612,86051,70785,65240,6344.81022422577
6012748,6,California,CA,Stanislaus,Turlock,Monterey Park Tract,CDP,place,95313,209,122388,0,37.526814,-121.011487,22499,300000,1826,22.0
6012758,6,California,CA,San Bernardino,Twentynine Palms,Morongo Valley,CDP,place,92277,760,65316994,0,34.072377,-116.562727,48547,33293,48459,1107.29956537523
6012768,6,California,CA,Contra Costa,Martinez,Mountain View,CDP,place,94553,925,750549,0,38.00924,-122.116855,67025,50450,53449,618.979778890032
6012778,6,California,CA,San Bernardino,San Bernardino,Muscoy,CDP,place,92411,909,8140238,10189,34.156059,-117.346405,44076,35849,36861,1830.54404541921
6012788,6,California,CA,Modoc,Tulelake,Newell,CDP,place,96134,530,6233913,14912,41.888731,-121.360249,22615,16194,19484,94.1578832283228
6012798,6,California,CA,Riverside,Norco,Norco city,City,place,92860,951,35673942,573824,33.925519,-117.551958,97832,86829,66154,2962.49032742571
6012808,6,California,CA,Contra Costa,Richmond,North Richmond,CDP,place,94801,510,3647916,363936,37.965271,-122.370668,50937,31359,53493,759.669657511477
6012818,6,California,CA,San Bernardino,Oak Hills,Oak Hills,CDP,place,92344,760,63169978,0,34.389944,-117.403108,87622,71797,59360,1374.54405869257
6012828,6,California,CA,San Luis Obispo,Oceano,Oceano,CDP,place,93445,805,3967125,39217,35.101608,-120.608217,54837,48931,42496,1648.56072397654
6012838,6,California,CA,Kern,Weldon,Onyx,CDP,place,93283,760,29658339,203115,35.67022,-118.227163,39841,29148,43934,221.297243983359
6012848,6,California,CA,Butte,Oroville,Oroville East,CDP,place,95966,530,55884164,454009,39.49362,-121.483755,59644,48663,50221,2043.26963612268
6012858,6,California,CA,Riverside,Palm Desert,Palm Desert city,City,place,92260,760,69446779,528739,33.737797,-116.36372,71209,53175,60825,13853.0355248302
6012868,6,California,CA,Los Angeles,Paramount,Paramount city,City,place,90723,562,12248385,286383,33.898883,-118.166629,55116,45286,41505,8982.71182402727
6012878,6,California,CA,Tulare,Visalia,Patterson Tract,CDP,place,93292,559,3744548,0,36.379521,-119.295604,50731,32526,43675,367.021939815174
6012888,6,California,CA,Sonoma,Petaluma,Petaluma city,City,place,94952,707,37250003,277684,38.242253,-122.628631,91924,79519,64791,9693.84405156622
6012898,6,California,CA,Monterey,King City,Pine Canyon,CDP,place,93930,831,8639261,2301,36.172072,-121.143013,75691,59995,51853,310.952735595486
6012908,6,California,CA,Ventura,Piru,Piru,CDP,place,93040,805,7302658,40401,34.406921,-118.799572,57660,48204,35144,355.186836418265
6012918,6,California,CA,Santa Cruz,Santa Cruz,Pleasure Point,CDP,place,95062,831,1949108,3266640,36.959718,-121.970036,80553,56067,64635,1481.96209548362
6012928,6,California,CA,Contra Costa,Benicia,Port Costa,CDP,place,94510,707,410058,0,38.044542,-122.184944,104845,300000,43214,54.9953598143926
6012938,6,California,CA,Plumas,Chester,Prattville,CDP,place,96020,530,1561232,0,40.206005,-121.157456,89000,300000,8231,0.999839993599744
6012948,6,California,CA,San Diego,Ramona,Ramona,CDP,place,92065,760,99552934,54011,33.045619,-116.877515,77090,65343,55980,3391.37583863163
6012958,6,California,CA,Tehama,Corning,Rancho Tehama Reserve,CDP,place,96021,530,30144332,200760,40.004003,-122.42834,37053,28386,30944,669.979119596773
6012968,6,California,CA,Mendocino,Redwood Valley,Redwood Valley,CDP,place,95470,707,7086877,31597,39.268548,-123.202758,84082,83217,38317,202.643494183249
6012978,6,California,CA,Humboldt,Rio Dell,Rio Dell city,City,place,95562,707,5907975,350980,40.495591,-124.11493,45122,36946,37398,940.829169201731
6012988,6,California,CA,Amador,Somerset,River Pines,CDP,place,95684,530,947248,0,38.545423,-120.747469,48136,300000,10142,96.4970497049705
6012998,6,California,CA,Los Angeles,Lomita,Rolling Hills Estates city,City,place,90717,310,9244326,114521,33.780959,-118.325312,143582,140323,84725,834.749838760317
6013008,6,California,CA,Marin,Ross,Ross,Town,place,94957,415,4030683,0,37.963815,-122.561569,164985,184260,84272,191.383542047683
6013018,6,California,CA,Sacramento,Sacramento,Sacramento city,City,place,95816,916,253621861,5651667,38.566592,-121.468632,64615,49743,55451,106035.136999912
6013028,6,California,CA,San Bernardino,Upland,San Antonio Heights,CDP,place,91784,909,6197121,415767,34.15642,-117.658705,107195,92987,69393,429.971534072399
6013038,6,California,CA,Los Angeles,San Dimas,San Dimas city,City,place,91773,909,38946890,1010265,34.107957,-117.808529,91998,79150,65569,5521.87784109802
6013048,6,California,CA,Orange,San Juan Capistrano,San Juan Capistrano city,City,place,92675,949,36867985,506820,33.500581,-117.654433,95567,74019,75480,5502.35620907494
6013058,6,California,CA,San Luis Obispo,San Miguel,San Miguel,CDP,place,93451,805,4348735,0,35.753406,-120.692396,62308,49204,50986,456.715880130352
6013068,6,California,CA,Santa Cruz,Santa Cruz,Santa Cruz city,City,place,95060,831,32997148,7998546,36.974385,-122.035268,80113,62204,68648,11162.0187285686
6013078,6,California,CA,Marin,San Rafael,Santa Venetia,CDP,place,94903,415,9481991,49066,38.005569,-122.502811,97244,87362,71020,735.956044290445
6013088,6,California,CA,Santa Cruz,Aptos,Seacliff,CDP,place,95003,831,1985369,2027,36.976627,-121.918359,72597,63779,49304,794.42530034784
6013098,6,California,CA,Tulare,Visalia,Seville,CDP,place,93292,559,1647669,0,36.485694,-119.224771,32149,23383,19680,98.1988012776049
6013108,6,California,CA,Shasta,Shingletown,Shingletown,CDP,place,96088,530,63570624,177508,40.506094,-121.855665,52956,46292,37775,674.112794177836
6013118,6,California,CA,San Bernardino,Helendale,Silver Lakes,CDP,place,92342,760,13400119,1031337,34.75011,-117.345998,73676,68209,47124,1105.87662259682
6013128,6,California,CA,Nevada,Truckee,Soda Springs,CDP,place,96161,530,872116,0,39.324788,-120.378665,30614,300000,2958,43.0
6013138,6,California,CA,Los Angeles,South Gate,South Gate city,City,place,90280,323,18741686,302705,33.944159,-118.192761,54149,42954,41327,15639.6822032632
6013148,6,California,CA,Lassen,Ravendale,Spaulding,CDP,place,96123,530,8621924,0,40.655664,-120.78626,60188,300000,25016,59.997119807453
6013158,6,California,CA,Santa Clara,Palo Alto,Stanford,CDP,place,94304,650,7073378,117653,37.427021,-122.167747,89161,48662,87102,1727.77131036844
6013168,6,California,CA,Tulare,Porterville,Strathmore,CDP,place,93257,559,3642431,33920,36.143436,-119.061469,33647,25143,27845,650.344957615733
6013178,6,California,CA,Placer,Truckee,Sunnyside-Tahoe City,CDP,place,96161,530,8761078,0,39.150429,-120.161347,72202,60744,51242,325.450708386168
6013188,6,California,CA,Kern,Taft,Taft Heights,CDP,place,93268,661,766308,0,35.13375,-119.47114,57445,61051,38812,496.766928759181
6013198,6,California,CA,Inyo,Shoshone,Tecopa,CDP,place,92384,760,48145645,177237,35.820581,-116.205051,24696,11792,21600,44.1623832783278
6013208,6,California,CA,Tulare,Terra Bella,Terra Bella,CDP,place,93270,559,7046785,0,35.956727,-119.032841,38206,29463,31173,476.120801639695
6013218,6,California,CA,Sonoma,Cazadero,Timber Cove,CDP,place,95421,707,14637533,0,38.541089,-123.258786,63405,51079,55849,48.9307141135524
6013228,6,California,CA,San Joaquin,Tracy,Tracy city,City,place,95376,209,57348808,352292,37.724597,-121.445538,87689,76613,56410,10926.3478599964
6013238,6,California,CA,Tulare,Tulare,Tulare city,City,place,93274,559,52770665,197822,36.199366,-119.341921,58613,46466,47634,11625.2201522318
6013248,6,California,CA,San Bernardino,Twentynine Palms,Twentynine Palms city,City,place,92277,760,153179072,0,34.148313,-116.065526,52048,41690,41832,5548.54857218702
6013258,6,California,CA,Calaveras,Avery,Vallecito,CDP,place,95224,209,22171596,11721,38.078402,-120.443443,68946,48293,61964,103.494979016077
6013268,6,California,CA,Los Angeles,Castaic,Val Verde,CDP,place,91384,661,6644175,0,34.450423,-118.671784,80845,72205,53806,319.746397064502
6013278,6,California,CA,Los Angeles,Azusa,Vincent,CDP,place,91702,626,3813316,0,34.098229,-117.923815,82224,76099,46663,1882.59780513802
6013288,6,California,CA,Los Angeles,Walnut,Walnut city,City,place,91789,909,23290060,9650,34.037195,-117.855606,108837,100267,70014,3297.82470351985
6013298,6,California,CA,Santa Cruz,Watsonville,Watsonville city,City,place,95076,831,17320714,249705,36.919608,-121.77025,57753,45196,46680,9162.65080411948
6013308,6,California,CA,Los Angeles,Torrance,West Carson,CDP,place,90502,310,5868540,33313,33.823139,-118.293685,79017,63800,58101,3661.26919096357
6013318,6,California,CA,Los Angeles,Los Angeles,Westmont,CDP,place,90047,323,4785352,0,33.941679,-118.301838,39928,26090,41109,7649.30215764366
6013328,6,California,CA,Yuba,Wheatland,Wheatland city,City,place,95692,530,21035373,17378,39.031163,-121.389996,64580,60943,48120,688.800441516865
6013338,6,California,CA,Humboldt,Willow Creek,Willow Creek,CDP,place,95573,530,78501427,777006,40.939131,-123.636666,35613,35444,27148,527.159558418158
6013348,6,California,CA,Kern,Lake Isabella,Wofford Heights,CDP,place,93240,760,16577597,460,35.71497,-118.472683,52875,44008,40482,674.481654269862
6013358,6,California,CA,Butte,Oroville,Yankee Hill,CDP,place,95965,530,15603918,5269,39.696339,-121.516542,51844,43034,50587,104.726062535164
6013368,6,California,CA,San Bernardino,Twentynine Palms,Yucca Valley,Town,place,92277,760,103639185,0,34.123089,-116.421481,51100,38217,45854,5769.68617514186
60210009,6,California,CA,Alameda,Kensington,Alameda city,Track,Track,94708,510,1012219,24193,37.9094178,-122.2748795,141291,300000,68996,86.3600384762934
60210019,6,California,CA,Alameda,Crescent City,Alameda city,Track,Track,95531,707,22901753,1194738,41.7597759,-124.1632913,56914,46533,56987,420.008959869497
60210029,6,California,CA,Alameda,Fort Dick,Alameda city,Track,Track,95538,707,91874516,24801680,41.8536708,-124.1663143,65856,56124,45132,295.053845455003
60210039,6,California,CA,Alameda,South Lake Tahoe,Alameda city,Track,Track,96150,530,9413521,1486408,38.9314741,-119.9613705,68506,58839,49757,213.32063425976
60210049,6,California,CA,Alameda,South Lake Tahoe,Alameda city,Track,Track,96150,530,4779638,541288,38.9280929,-120.0091813,112677,94894,85957,218.557163899164
60210059,6,California,CA,Alameda,South Lake Tahoe,Alameda city,Track,Track,96150,530,17251475,36532,38.8832961,-120.0306547,94980,91552,59402,134.125176417785
60210069,6,California,CA,Alameda,Cool,Alameda city,Track,Track,95614,530,164681146,12435366,38.8279567,-121.0265108,93996,74907,64056,368.008216134753
60210079,6,California,CA,Alameda,El Dorado Hills,Alameda city,Track,Track,95762,916,13426997,5786926,38.737015,-121.0874235,135569,300000,76906,346.441344865985
60210089,6,California,CA,Alameda,El Dorado Hills,Alameda city,Track,Track,95762,916,7898800,0,38.6825337,-121.0617486,175893,191043,75701,126.188425065752
6021009,6,California,CA,Alameda,Bakersfield,Alameda city,Track,Track,93307,661,1933623,0,35.3613217,-118.9879161,26342,18277,23523,1260.37518897735
60210099,6,California,CA,Alameda,Cameron Park,Alameda city,Track,Track,95682,530,4823496,0,38.662649,-121.012167,122054,121110,67834,169.04802608112
60210109,6,California,CA,Alameda,Placerville,Alameda city,Track,Track,95667,530,50593598,237049,38.7187575,-120.8955514,94510,86770,61106,319.283991817198
60210119,6,California,CA,Alameda,Placerville,Alameda city,Track,Track,95667,530,20870878,5379,38.7183574,-120.7828088,82260,62199,62157,397.879958016398
60210129,6,California,CA,Alameda,Grizzly Flat,Alameda city,Track,Track,95636,530,788931826,156657,38.6035985,-120.5343814,80195,32216,83414,394.75479414408
60210139,6,California,CA,Alameda,Placerville,Alameda city,Track,Track,95667,530,26423036,55829,38.6947058,-120.8218503,48564,30185,49138,638.408760891833
60210149,6,California,CA,Alameda,South Lake Tahoe,Alameda city,Track,Track,96150,530,7926181,0,38.9436742,-119.9388296,46427,300000,27638,109.763571574597
60210159,6,California,CA,Alameda,South Lake Tahoe,Alameda city,Track,Track,96150,530,185200390,16702898,38.9116786,-120.1059597,68746,300000,41799,17.5995839833593
60210169,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93721,559,3403396,0,36.7276566,-119.7762088,31331,27171,20701,282.990106464695
60210179,6,California,CA,Alameda,Pasadena,Alameda city,Track,Track,91107,626,2464480,0,36.743063,-119.7933565,26936,24459,35385,275.486991279271
60210189,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93706,559,1970493,0,36.717769,-119.8042772,32195,18241,37370,328.847132994902
6021019,6,California,CA,Alameda,Bakersfield,Alameda city,Track,Track,93311,661,3628738,0,35.3307397,-119.1012475,101564,91187,67621,1073.41915114599
60210199,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93725,559,3401956,0,36.7026849,-119.7410277,37775,32819,26587,409.351904259377
60210209,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93725,559,1307805,0,36.7250147,-119.7455349,23025,19592,19208,316.851221272848
60210219,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93727,559,2509841,0,36.7433669,-119.6911739,114884,300000,74827,106.32766955823
60210229,6,California,CA,Alameda,Fowler,Alameda city,Track,Track,93625,559,51215832,0,36.6433218,-119.6486262,68012,41889,62116,462.95253784086
60210239,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93706,559,66565791,0,36.7085379,-119.8872955,67770,55850,61072,161.354566498904
60210249,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93728,559,1826004,0,36.7590503,-119.8157426,37213,23315,33954,270.961648513159
60210259,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93703,559,2446459,0,36.758343,-119.7810169,46000,21914,57257,245.88983599387
60210269,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93702,559,1294128,0,36.7540821,-119.7634759,25363,24284,15385,490.890548131959
60210279,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93702,559,1300765,0,36.7468158,-119.7453946,44403,300000,38268,179.26425495849
60210289,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93727,559,1298390,0,36.7395376,-119.7273086,20513,17803,12146,399.328066606661
6021029,6,California,CA,Alameda,Bakersfield,Alameda city,Track,Track,93311,661,2683077,0,35.3180792,-119.1187516,90801,83804,53624,774.045725587503
60210299,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93727,559,1319413,0,36.7395013,-119.7091535,28276,17080,33552,504.846981187244
60210309,6,California,CA,Alameda,Clovis,Alameda city,Track,Track,93612,559,1593911,0,36.7976616,-119.7203949,47015,46353,31916,380.115924793424
60210319,6,California,CA,Alameda,Fresno,Alameda city,Track,Track,93703,559,1606186,0,36.7687041,-119.7431686,38784,25098,37899,340.121164163921
